model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains,total_score,tfidf_mean_similarity,tfidf_max_similarity,jaccard_similarity,semantic_density,match_count,matched_keywords,has_numerical_values,extracted_numerical_value,scoring_method
deepseek-chat,NSW-REG-2023-004,Offshore,229,20,Environmental,Wind turbines must maintain a minimum distance of 1 km from marine protected areas.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Offshore Wind Authority (NSOWA),Environmental protection; Marine spatial planning,0.16412464365969331,0.008926724377490118,0.28905973840011095,0.05668016194331984,0.625,67,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific
gemini-1.5-pro,"6-18, 6-19, 6-20",Offshore,277,48,Technical,Ocean Wind 1’s turbine array row spacing would be reduced from 1 nm between rows to no less than 0.99 nm between rows,Ocean Wind 1 turbine array row spacing,0.99,nm,,wind farm layout; turbine spacing,0.16368453506030756,0.011587223687570994,0.3213100132708971,0.023809523809523808,0.5789473684210527,40,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing; farm power output (partial); turbine status (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial),True,0.99 nm,comprehensive_scientific
gpt-4o-mini,,Offshore,14,42,Technical,Lessees have up to five years to perform site assessment and site characterization activities before they must submit a Construction and Operations Plan (COP).,Site assessment and site characterization activities related to offshore wind developments.,5,years,30 CFR § 585.235(a)(2),site assessment; construction planning,0.16365154088115605,0.007496181504265738,0.35807191972507535,0.02702702702702703,0.4782608695652174,46,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); site name (partial); wind speed at 10m (partial); distance to substation (partial),True,5 years,comprehensive_scientific
gemini-1.5-pro,3-446,Offshore,811,20,Technical,The inshore export cable [must be] buried to a depth of 6 feet (1.8 meters) below the lowest channel maintenance depth of the Indian River Bay federal navigation channel.,Inshore export cable,1.8,meters,,cable installation; navigation safety; dredging operations,0.1635062121328886,0.006672688927677128,0.3542610434413533,0.03529411764705882,0.475,35,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); min depth (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial); installation,True,1.8 meters,comprehensive_scientific
gemini-1.5-pro,,Offshore,61,12,Spatial,"For VIAs for projects considered by BOEM, where the closest turbine is located more than 43 km (23 nm) from shore, the area of impact analysis for the VIA is determined by running a viewshed from the height of the top of the nacelle of the proposed project turbines until the line of sight is intercepted by terrain (adjusted for viewer height and elevation) or limited by earth curvature, but not exceeding 74 km (40 nm) in any event.",Visual Impact Assessment (VIA) for offshore wind projects more than 43 km from shore,74.0,km,BOEM,visual impact assessment; environmental impact assessment,0.16330081426122584,0.00839460632930482,0.32781649912393895,0.06028368794326241,0.4954128440366973,90,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); nacelle uptilt angle (partial); turbine status (partial); impact assessment; caribbean fishery management council (partial),True,74.0 km,comprehensive_scientific
deepseek-chat,NSW-REG-2023-001,Offshore,286,20,Environmental,All offshore wind turbines must maintain a minimum distance of 1 km from marine protected areas.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Wind Regulatory Authority (NSWRA),Environmental protection; Marine spatial planning,0.16172030541175675,0.00877071027524464,0.28400778499875745,0.05622489959839357,0.6176470588235294,68,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific
gpt-4o-mini,,Offshore,196,26,Technical,"US Wind requested an easement width greater than 200 ft to safely accommodate installation of up to four export cables, as well as spacing of the cables at least three times the water depth to allow for maintenance, repair, and replacement of the export cables as needed.",Export cable installation,200,ft,30 C.F.R. § 585.622(b),cable installation; maintenance,0.16103774656012215,0.007766031815238447,0.27503087952015937,0.041044776119402986,0.6721311475409836,69,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine spacing (partial); end date (partial); min depth (partial); cable; current time (partial),True,200 ft,comprehensive_scientific
deepseek-chat,30 CFR Part 585,Offshore,161,39,Spatial,No construction within 1 km of designated marine protected areas.,North Sea wind farms,1,km,EU Maritime Spatial Planning Directive,environmental; zoning,0.15922357998440495,0.0052095090248466935,0.2569847682548727,0.036585365853658534,0.7272727272727273,54,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); farm power output (partial); design; torpedo testing area (partial); current time (partial); down time (partial); number of turbines per row (partial),True,1 km,comprehensive_scientific
gemini-1.5-pro,,Offshore,59,26,Technical,"The Lessee must comply with cable burial conditions described in the COP by demonstrating proper burial depth of the installed submarine cables along at least 90 percent of the total export cable length on the OCS and 90 percent of the inter-array cable length, excluding cable crossings and approaches to foundations.",Export and inter-array cables on the OCS,90,percent,COP,cable burial,0.15863670127332882,0.005170369293144513,0.3194014916515499,0.030303030303030304,0.546875,33,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); foundation; min depth (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial),True,90 percent,comprehensive_scientific
deepseek-chat,DOC-2023-001,Offshore,363,48,Environmental,All turbines must maintain a minimum clearance of 500 meters from marine protected areas.,North Sea offshore wind projects,500,meters,Marine Spatial Planning Directive 2022,environmental; safety,0.15818372403254166,0.00545881652063576,0.3299369384473458,0.04435483870967742,0.48148148148148145,60,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific
deepseek-chat,DOC-2023-001,Offshore,20,49,Environmental,All turbines must maintain a minimum clearance of 500 meters from marine protected areas.,North Sea offshore wind projects,500,meters,Marine Spatial Planning Directive 2022,environmental; safety,0.15818372403254166,0.00545881652063576,0.3299369384473458,0.04435483870967742,0.48148148148148145,60,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific
deepseek-chat,EWF-2023-001,Offshore,215,49,Environmental,All turbines must maintain a minimum clearance of 500 meters from marine protected areas.,North Sea offshore wind projects,500,meters,Marine Spatial Planning Directive 2023,environmental; siting,0.15818372403254166,0.00545881652063576,0.3299369384473458,0.04435483870967742,0.48148148148148145,60,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific
deepseek-chat,DOC-2023-001,Offshore,26,44,Environmental,All turbines must maintain a minimum clearance of 500 meters from marine protected areas.,North Sea offshore wind projects,500,meters,Marine Spatial Planning Directive 2023,environmental; safety,0.15818372403254166,0.00545881652063576,0.3299369384473458,0.04435483870967742,0.48148148148148145,60,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific
