document_id,chunk_number,data_type,index,entity_name,jurisdiction,role,type,requirement,scope,numerical_value,unit,source,related_domains
17,205,entity,1,International Organization for Standardization (ISO),International,Development of international standards,,,,,,,
17,205,entity,2,International Electrotechnical Commission (IEC),International,"Publishes international standards for electrical, electronic, and related technologies",,,,,,,
17,206,entity,0,U.S. Department of Energy,Federal (US),Sponsoring the development of next-generation simulation tools and software validations for offshore wind turbines,,,,,,,
17,207,constraint,0,,,,Technical,Guide for Building and Classing Offshore Wind Turbine Installations,Offshore Wind Turbine Installations,,,American Bureau of Shipping (ABS) 2010,"technical, safety"
17,207,constraint,1,,,,Technical,Guide for Buckling and Ultimate Strength Assessment for Offshore Structures,Offshore Structures,,,American Bureau of Shipping (ABS) 2011,"technical, safety"
17,207,constraint,2,,,,Technical,Interim Guidance on Hurricane Conditions in the Gulf of Mexico,Gulf of Mexico,,,American Petroleum Institute (API) Bulletin 2INT-MET 2007,"safety, metocean"
17,207,constraint,3,,,,Technical,Recommended Practice for Planning Designing and Constructing Fixed Offshore structures – Working Stress Design,Fixed Offshore Structures,,,"American Petroleum Institute (API) RP 2A-WSD 2007 (with Errata and Supplement in 2002, 2005 and 2007)","technical, safety"
17,207,constraint,4,,,,Technical,Minimum Design Loads for Buildings and Other Structures,Buildings and Other Structures,,,American Society of Civil Engineers (ASCE) 7-10 (2010),"technical, safety"
17,207,entity,0,American Bureau of Shipping (ABS),International,Classification and certification of offshore structures,,,,,,,
17,207,entity,1,American Petroleum Institute (API),International,"Development of standards and recommended practices for the oil and gas industry, including offshore structures",,,,,,,
17,207,entity,2,American Society of Civil Engineers (ASCE),International,"Development of standards and codes for civil engineering, including structural design",,,,,,,
17,208,constraint,0,,,,Technical,Recommendation for Technical Approval of Offshore Wind Turbines,Offshore Wind Turbines,,,"Danish Energy Agency, 2001","technical, safety"
17,208,entity,0,Danish Energy Agency,Denmark (likely national),Technical Approval of Offshore Wind Turbines,,,,,,,
17,209,constraint,0,,,,Technical,Design of Offshore Wind Turbine Structures,Offshore Wind Turbines,,,"Det Norske Veritas (DNV), OS-J101, 2010a","technical, safety"
17,209,constraint,1,,,,Environmental,Environmental Conditions and Environmental Loads,Offshore Wind Turbines,,,"Det Norske Veritas (DNV), RP-C205, 2010b","environmental, safety"
17,209,constraint,2,,,,Technical,"Strong Winds in the Atmospheric Boundary Layer, Part 1: Mean Hourly Wind Speed",Atmospheric Boundary Layer,,,"Engineering Sciences Data Unit (ESDU), Item No. 82026, 1982","technical, safety"
17,209,constraint,3,,,,Technical,"Strong Winds in the Atmospheric Boundary Layer, Part 2: Discrete Gust Speeds",Atmospheric Boundary Layer,,,"Engineering Sciences Data Unit (ESDU), Item No. 83045, 1983","technical, safety"
17,209,constraint,4,,,,Technical,Standard Design of Offshore Wind Turbines,Offshore Wind Turbines,,,"German Federal Maritime and Hydrographic Agency (BSH), 2007","technical, safety"
17,209,entity,0,Det Norske Veritas (DNV),International,Standards Development Organization,,,,,,,
17,209,entity,1,Engineering Sciences Data Unit (ESDU),International,Standards Development Organization,,,,,,,
17,209,entity,2,German Federal Maritime and Hydrographic Agency (BSH),Germany,Regulatory Agency,,,,,,,
17,210,constraint,0,,,,Technical,Guideline for the Certification of Offshore Wind Turbines,Offshore Wind Turbines,,,"Germanischer Lloyd (GL), 2005. Guideline for the Certification of Offshore Wind Turbines","technical, safety"
17,210,constraint,1,,,,Technical,Guidelines for Converting Between Various Wind Averaging Periods in Tropical Cyclone Conditions,Tropical Cyclone Conditions,,,"Harper, B.A., Kepert, J.D. and Ginger, J.D., 2009. Guidelines for Converting Between Various Wind Averaging Periods in Tropical Cyclone Conditions","technical, safety"
17,210,constraint,2,,,,Technical,Wind turbines – Part 1: Design Requirements,Wind Turbines,,,"International Electrotechnical Commission (IEC), 2005. IEC 61400-1: Wind turbines – Part 1: Design Requirements, 3rd Edition.","technical, safety"
17,210,constraint,3,,,,Technical,Wind turbines – Part 3: Design Requirements for Offshore Wind Turbines,Offshore Wind Turbines,,,"International Electrotechnical Commission (IEC), 2009. IEC 61400-3: Wind turbines – Part 3: Design Requirements for Offshore Wind Turbines, 1st Edition.","technical, safety"
17,210,constraint,4,,,,Technical,Petroleum and natural gas industries - Specific requirements for offshore structures Part 1: Metocean design and operating considerations.,Offshore Structures,,,"International Organization for Standardization (ISO), 2005. ISO 19901-1: Petroleum and natural gas industries - Specific requirements for offshore structures Part 1: Metocean design and operating considerations.","technical, safety, environmental"
17,210,constraint,5,,,,Technical,Petroleum and natural gas industries - Fixed Steel Offshore Structures.,Fixed Steel Offshore Structures,,,"International Organization for Standardization (ISO), 2007. ISO 19902: Petroleum and natural gas industries - Fixed Steel Offshore Structures.","technical, safety"
17,210,entity,0,Germanischer Lloyd (GL),International,Certification and Guideline Development,,,,,,,
17,210,entity,1,World Meteorological Organization (WMO),International,Guideline Development,,,,,,,
17,210,entity,2,International Electrotechnical Commission (IEC),International,Standard Development,,,,,,,
17,210,entity,3,International Organization for Standardization (ISO),International,Standard Development,,,,,,,
17,212,constraint,0,,,,Technical,Comparative Study of Offshore Wind Turbine Standards,Offshore Wind Turbines,,,"MMI Engineering Inc., 2009. Comparative Study of OWTG Standards. Comparative Study of Offshore Wind Turbine Standards JIP Report.",technical
17,212,entity,0,Minerals Management Service Department of the Interior,Federal (US),Regulatory oversight,,,,,,,
17,213,constraint,0,,,,Safety,"Oversight of Design, Fabrication, and Installation of offshore wind turbines",Offshore wind turbines,,,"Transportation Research Board, Special Report 305, Committee on Offshore Wind Energy Turbine Structural and Operating Safety","safety, structural integrity"
17,213,constraint,1,,,,Technical,Regulations for Renewable Energy Alternate Uses of Existing Facilities on the Outer Continental Shelf,Outer Continental Shelf,,,"US Department of Interior, 30 CFR Part 285, 2009","technical, permitting"
17,213,entity,0,"Transportation Research Board, Committee on Offshore Wind Energy Turbine Structural and Operating Safety",National (U.S.),Development of standards and oversight related to structural integrity and operating safety of offshore wind turbines,,,,,,,
17,213,entity,1,U.S. Army Corps of Engineers,Federal (U.S.),Provides coastal engineering guidance and wave information studies relevant to offshore wind farm development,,,,,,,
17,213,entity,2,US Department of Interior,Federal (U.S.),Regulation of renewable energy alternate uses of existing facilities on the Outer Continental Shelf,,,,,,,
17,215,constraint,0,,,,Technical,Guide for Building and Classing Floating Production Installations,Floating Production Installations,,,American Bureau of Shipping (ABS) 2010a,"technical, safety"
17,215,constraint,1,,,,Technical,Guide for Building and Classing Offshore Wind Turbine Installations,Offshore Wind Turbine Installations,,,American Bureau of Shipping (ABS) 2010b,"technical, safety"
17,215,constraint,2,,,,Technical,Recommended Practice for Planning Designing and Constructing Fixed Offshore structures – Working Stress Design,Fixed Offshore Structures,,,"American Petroleum Institute (API) RP 2A-WSD, 21st Edition (with Errata and Supplement in 2002, 2005 and 2007)","technical, safety"
17,215,entity,0,American Bureau of Shipping (ABS),International,Classification and certification of offshore structures,,,,,,,
17,215,entity,1,American Petroleum Institute (API),International,"Development of standards and recommended practices for the oil and gas industry, including offshore structures",,,,,,,
17,217,constraint,0,,,,Technical,Design of Offshore Wind Turbine Structures,Offshore Wind Farms,,,Det Norske Veritas (DNV) OS-J101,"technical, safety"
17,217,constraint,1,,,,Environmental,Environmental Conditions and Environmental Loads,Offshore Wind Farms,,,Det Norske Veritas (DNV) RP-C205,"environmental, safety"
17,217,entity,0,Det Norske Veritas (DNV),International,Standards Development Organization,,,,,,,
17,218,constraint,0,,,,Technical,Design Requirements for Offshore Wind Turbines,Offshore Wind Turbines,,,"IEC 61400-3: Wind Turbines – Part 3: Design Requirements for Offshore Wind Turbines, 1st Edition (2009)","technical, safety"
17,218,constraint,1,,,,Technical,Design Requirements for Wind Turbines,Wind Turbines,,,"IEC 61400-1: Wind Turbines – Part 1: Design Requirements, 3rd Edition (2005)","technical, safety"
17,218,constraint,2,,,,Technical,Guideline for the Certification of Offshore Wind Turbines,Offshore Wind Turbines,,,Germanischer Lloyd (GL) (2005),"certification, technical, safety"
17,218,constraint,3,,,,Technical,Specific Requirements for Offshore Structures Part 1: Metocean Design and Operating Considerations,Offshore Structures,,,ISO 19901-1: Petroleum and Natural Gas Industries - Specific Requirements for Offshore Structures Part 1: Metocean Design and Operating Considerations (2005),"metocean, technical, safety"
17,218,constraint,4,,,,Technical,Fixed Steel Offshore Structures,Fixed Steel Offshore Structures,,,ISO 19902: Petroleum and Natural Gas Industries - Fixed Steel Offshore Structures (2007),"structural, technical, safety"
17,218,constraint,5,,,,Technical,Actions from Waves and Currents on Coastal Structures,Coastal Structures,,,ISO 21650: Actions from Waves and Currents on Coastal Structures (2007),"metocean, technical, safety"
17,218,entity,0,International Electrotechnical Commission (IEC),International,Standards Development,,,,,,,
17,218,entity,1,Germanischer Lloyd (GL),International,Certification and Classification,,,,,,,
17,218,entity,2,International Organization for Standardization (ISO),International,Standards Development,,,,,,,
17,221,constraint,0,,,,Technical,Actions and Action Effects,Norway,,,"NORSOK Standard N-003, 2007. Edition 2","Structural design, safety"
17,221,entity,0,Standards Norway,Norway,Standard Setting Organization,,,,,,,
17,224,entity,0,American Bureau of Shipping (ABS),International,Standards development and certification,,,,,,,
17,224,entity,1,American Petroleum Institute (API),International,Standards development for the oil and gas industry (potentially applicable to offshore structures),,,,,,,
17,224,entity,2,"Bureau of Ocean Energy Management, Regulation, and Enforcement (BOEMRE)",Federal (US),Leasing and permitting of offshore wind energy projects,,,,,,,
17,224,entity,3,Det Norske Veritas (DNV),International,"Risk management and quality assurance, including certification and standards development",,,,,,,
17,224,entity,4,Germanischer Lloyd (GL),International,Classification and certification of ships and offshore structures,,,,,,,
17,224,entity,5,International Electrotechnical Commission (IEC),International,"Development of international standards for electrical and electronic technologies, including wind turbines",,,,,,,
17,224,entity,6,International Organization for Standardization (ISO),International,"Development of international standards across various industries, potentially applicable to wind farm components and processes",,,,,,,
17,224,entity,7,US Army Corps of Engineers (USACE),Federal (US),Permitting and oversight of construction in navigable waters,,,,,,,
17,225,constraint,0,,,,Technical,Maximum 1-minute average wind speed at 10 m (33 ft) above the surface must be 119 km/hr (64 kt or 74 mph) or higher to be classified as a Hurricane.,Northern Hemisphere tropical cyclones east of the International Dateline to the Greenwich Meridian,119,km/hr,Contract M10PC00105: Desi g n Standards for Offshore Wind Farms Final Re p ort,"meteorological, safety"
17,227,constraint,0,,,,Technical,Maximum 1-minute average wind speed at 10 m (33 ft) above the surface ranges from 63 km/hr (34 kt or 39 mph) to 118 km/hr (63 kt or 73 mph) for classification as a Tropical Storm.,Offshore Wind Farms,63-118,km/hr,M10PC00105: Design Standards for Offshore Wind Farms Final Report,"Meteorological, Safety"
