model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-2.5-flash,3-34,Offshore,177,20,Environmental,"The benthic resources specific to marine habitats and associated biological assemblages in the Offshore Project area are described in the COP (Volume II, Chapter 7.0; US Wind 2024), prepared in accordance with BOEM site characterization requirements (30 CFR 585.626) and benthic habitat survey guidelines (BOEM 2019).","Offshore Project area, specifically for descriptions of benthic resources and marine habitats.",,,"BOEM site characterization requirements (30 CFR 585.626), BOEM benthic habitat survey guidelines (BOEM 2019)",environmental impact assessment; site characterization; benthic ecology; marine biology
gpt-4o-mini,§ 585.307 and § 585.308,Offshore,303,10,Jurisdictional,"You will be responsible for submitting any required consistency certification and necessary data and information pursuant to 15 CFR part 930, subpart D to the applicable State CZMA agency or agencies and BOEM.",Applicable State CZMA agency or agencies,,,"15 CFR part 930, subpart D",coastal zone management; regulatory compliance
gpt-4o-mini,§ 585.301 and § 585.302,Offshore,300,10,Jurisdictional,To acquire an ROW grant or RUE grant you must provide evidence that you meet the qualifications as required in § 585.107.,Acquisition of ROW and RUE grants,,,§ 585.302,permitting; regulatory compliance
gemini-2.5-flash,,Offshore,232,20,Environmental,"Vessels are required to adhere to existing state and federal regulations related to ballast and bilge water discharge, including U.S. Coast Guard ballast discharge regulations (33 CFR 151.2025) and U.S. Environmental Protection Agency National Pollutant Discharge Elimination System Vessel General Permit standards.",Vessel activities during the construction phase of the Project (offshore wind farm).,,,"U.S. Coast Guard ballast discharge regulations (33 CFR 151.2025), U.S. Environmental Protection Agency National Pollutant Discharge Elimination System Vessel General Permit standards",environmental protection; invasive species management; maritime operations; water quality
gpt-4o-mini,,Offshore,298,10,Jurisdictional,"Any lease, RUE, or ROW that BOEM issues to a Federal agency or to a State that authorizes access to an area of the OCS for research activities managed by a Federal agency or a State must include: Requirements to comply with all applicable Federal laws.","Leases, RUEs, or ROWs for research activities",,,BOEM regulations,legal compliance; research activities
gemini-2.5-flash,3-146,Offshore,368,20,Environmental,"Acoustic thresholds for fish, grouped either by size (less than 2 grams and greater than or equal to 2 grams) as recommended by the Fisheries Hydroacoustic Working Group (FHWG 2008) and adopted by the Greater Atlantic Region Fisheries Office (GARFO 2021), or by physiology as recommended by Popper et al. (2014), must be considered for each type of impact associated with impulsive and non-impulsive noise sources, as provided in Table 3.5.5-4.","Offshore wind projects, specifically concerning noise impacts on fish.",,,Greater Atlantic Region Fisheries Office (GARFO 2021),environmental impact assessment; marine ecology; noise mitigation
gpt-4o-mini,"§ 585.232, § 585.235",Offshore,294,10,Jurisdictional,"Within 45 days after you receive the lease copies, you must pay the first 12 months’ rent, as required in § 585.503.",Lease payment obligation for offshore wind farm leases,12.0,months,§ 585.503,financial compliance; lease management
gemini-2.5-flash,3-162,Offshore,399,20,Safety,"As part of the operation, a thorough clearance plan would be required and submitted to BOEM and cooperating agencies. This plan would include protective measures for marine life, cultural resources, and human health and safety.","Operational phase, specifically for UXO hazard clearance",,,BOEM and cooperating agencies,safety; environmental protection; cultural heritage protection
gpt-4o-mini,,Offshore,293,10,Jurisdictional,Within 10 business days after you receive the lease copies you must: Execute the lease; File financial assurance as required under §§ 585.515 through 585.537.,Lease execution and financial assurance,10.0,business days,BOEM regulations,financial assurance; leasing process
gemini-2.5-flash,3-210,Offshore,480,20,Environmental,"The level of impacts on individual marine mammals and their habitat from offshore wind activities must be minimized through the implementation of mitigation measures during construction, operation, and maintenance.","Offshore wind activities (construction, operation, and maintenance phases), specifically concerning impacts on individual marine mammals and their habitat.",,,,environmental impact assessment; marine mammal protection; mitigation strategies; construction management; operations and maintenance
gpt-4o-mini,,Offshore,293,10,Jurisdictional,"You will be responsible for submitting any required consistency certification and necessary data and information pursuant to 15 CFR part 930, subpart D, to the applicable State CZMA agency or agencies and BOEM.",Consistency certification submission,,,"15 CFR part 930, subpart D",coastal zone management; regulatory compliance
gpt-4o-mini,§ 585.224,Offshore,289,10,Jurisdictional,"Within 45 days after you receive the lease copies, you must pay the first 12 months’ rent as required in § 585.503.",Payment of rent for offshore wind farm leases.,45.0,days,§ 585.224,financial obligations; lease management
gemini-2.5-flash,3-423,Offshore,780,20,Safety,Navigation Safety Risk Assessment (NSRA) must be conducted per the guidelines in USCG Navigation and Vessel Inspection Circular 01-19.,"Coastal and marine waters within a 12-nautical mile (22.2-kilometer) buffer of the Lease Area, as well as waterways leading to ports that may be used by the Project, encompassing Project construction, O&M, and conceptual decommissioning.",,,USCG Navigation and Vessel Inspection Circular 01-19 (USCG 2019),navigational safety; risk assessment; vessel traffic
gemini-2.5-flash,3-472,Offshore,852,20,Spatial,"Users would be restricted from dredging in sand resource areas within 1,640.4 feet (500 meters) of the offshore export cables to avoid uncovering the buried cable or due to the presence of remedial surface cable protection.",Sand resource areas near offshore export cables during Operation & Maintenance (O&M) phase.,1640.4,feet,,operational safety; marine spatial planning; cable protection; dredging operations
gpt-4o-mini,§ 585.224,Offshore,289,10,Jurisdictional,"Within 10 business days after you receive the lease copies, you must execute the lease, file financial assurance as required under §§ 585.515-.537 as applicable, and pay the balance of the bonus bid as specified in the lease sale notice.",Lease execution and financial assurance for offshore wind farm leases.,10.0,business days,§ 585.224,financial assurance; lease execution; bidding process
gemini-2.5-flash,3-497,Offshore,891,20,Environmental,"Projects are expected to comply with mitigation measures (e.g., exclusion zones, protected species observers) that would avoid and minimize underwater noise impacts on marine mammals.",Offshore wind projects during surveying and construction phases within the geographic analysis area.,,,"Section 3.5.6.3, Marine Mammals",environmental impact assessment; marine mammal protection; noise mitigation
gpt-4o-mini,§ 585.200,Offshore,277,10,Jurisdictional,"A lease issued under this part grants the lessee the right, subject to obtaining the necessary approvals, including but not limited to those required under the FERC hydrokinetic licensing process.",Outer Continental Shelf (OCS),,,§ 585.200,permitting; energy production; hydrokinetic licensing
